C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_47_234.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_47_234.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_47_234.jpg, 0, 0, 0, 7.836018E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_49_798.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_49_798.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_49_798.jpg, 0, 0, 0, 7.845408E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_49_901.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_49_901.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_49_901.jpg, 0, 0, 0, 7.835055E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_002.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_002.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_002.jpg, 0, 0, 0, 7.794057E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_106.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_106.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_106.jpg, 0, 0, 0, 7.806085E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_210.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_210.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_210.jpg, 0, 0, 0, 7.890798E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_311.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_311.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_311.jpg, 0, 0, 0, 8.080076E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_415.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_415.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_415.jpg, 0, 0, 0, 7.835597E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_516.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_516.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_516.jpg, 0, 0, 0, 7.851074E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_617.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_617.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_617.jpg, 0, 0, 0, 7.867267E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_720.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_720.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_720.jpg, 0, 0, 0, 7.802463E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_821.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_821.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_821.jpg, 0, 0, 0, 7.987103E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_50_928.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_50_928.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_50_928.jpg, 0, 0, 0, 7.845752E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_51_031.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_51_031.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_51_031.jpg, 0, 0, 0, 7.82405E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_51_135.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_51_135.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_51_135.jpg, 0, 0, 0, 7.928644E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_51_238.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_51_238.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_51_238.jpg, 0, 0, 0, 8.025763E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_51_342.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_51_342.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_51_342.jpg, 0, 0, 0, 7.87141E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_51_446.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_51_446.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_51_446.jpg, 0, 0, 0, 7.798152E-05
C:\Users\Ayush\Desktop\New folder\IMG\center_2020_07_08_17_50_51_546.jpg, C:\Users\Ayush\Desktop\New folder\IMG\left_2020_07_08_17_50_51_546.jpg, C:\Users\Ayush\Desktop\New folder\IMG\right_2020_07_08_17_50_51_546.jpg, 0, 0, 0, 7.797567E-05
